LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
Gif-12478,1830,35,,,-,CMR,Djembe,-,-,-,2.183,16.067,,-,-,-,-,,Ic,,Oslisly et al. 2013
Gif-16742,7670,80,,,-,GAB,Lope 2,-,-,,-0.218,11.588,LSA,indet,-,-,-,,Ib,"Beta-16742 > Clist 2004/2005; interpretation Clist: Archéologie, Age Récent de la Pierre",Clist 1989: 70 Tab. 1; Assoko Ndong 2001: 198 Tab.16; Garcin et al. 2018
Gif-97284,290,50,,,-,CAF,Ouassi,,Furnace,-,7.1,18.3,,-,-,indet,-,,Ib,,Gotilogue/Lanfranchi 1997
Gif A-97561,10320,110,,,Charcoal_wood,GAB,Lope 2,-,Layer,1.05,-0.218,11.588,,-,-,-,,-,IIb,interpretation Clist: Paléoenvironnement,"Assoko Ndong 2000: 198 Tab.16; Clist 2004/2005: Annex 1; Mercader/Martí 2003: 82 Tab. 2.3"
Gif A-99340,2390,70,,,Charcoal_wood,GAB,Lope 6,-,Layer,-,-0.208,11.594,,-,-,-,-,,IIb,"interpretation Clist: ?, Stone line",Clist 2004/2005: Annex 2
Gif A-99396,2330,60,,,Charcoal_wood,GAB,Riviere Denis 2,-,Layer,-,0.322,9.348,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Néolithique ancien",Clist 2004/2005: Annex 2
Gif A-99397,7120,80,,,Charcoal_wood,GAB,Riviere Denis 1,-,Layer,0.925,0.322,9.348,,indet,-,-,,-,Ib,"interpretation Clist: Archéologie, Age Récent de la Pierre","Assoko Ndong 2001; Clist 2004/2005: 708 Tab. 8-1, Annex 2; Garcin et al. 2018"
Gif A-99524,1960,60,,,Charcoal_wood,GAB,Maboue 1,1,Pit,1.1,-0.144,11.526,,-,-,-,,-,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
GrA-26175,1720,35,,,-,CMR,Ndéba (Somié),-,-,,6.283,11.264,,-,-,-,-,,Ic,,de Saulieu et al. 2015; Garcin et al. 2018
GrN-5752,2180,50,,,-,RWA,Rurembo,-,-,,-1.7,29.25,,-,-,-,-,,Ic,,van Noten 1982
GrN-5753,1655,60,,,-,RWA,Rurembo,-,-,,-1.7,29.25,,-,-,-,-,,Ic,,van Noten 1982
GrN-6019,5270,40,,,-,BDI,Masango,-,-,,-4.069,29.657,,-,-,-,-,,Ic,,van Noten 1982
GrN-6020,4400,40,,,-,BDI,Masango,-,-,,-4.069,29.657,,-,-,-,-,,Ic,,van Noten 1982
GrN-6108,100,45,,,-,BDI,Ruzizi,-,-,,-3.085,29.259,,-,-,-,-,,Ic,,van Noten 1982
GrN-6109,190,45,,,-,BDI,Ruzizi,-,-,,-3.085,29.259,,-,-,-,-,,Ic,,van Noten 1982
GrN-6110,1200,35,,,-,AGO,Liavela,-,-,,-14.967,15.367,,-,-,-,-,,Ic,,van Noten 1982
GrN-6111,370,35,,,-,RWA,Gaseke,-,-,,-1.768,29.551,,-,-,-,-,,Ic,,van Noten 1982
GrN-6112,1840,35,,,Charcoal,COD,Kamoa,K.69 I,-,0.5,-10.37,25.1,LSA,indet,-,-,-,,Ib,,Cahen1975: 325; van Noten 1982
GrN-6113,2705,35,,,Charcoal,COD,Kamoa,K.69 I,-,0.91,-10.37,25.1,LSA,microliths,-,-,-,,Ib,,Cahen1975: 325; van Noten 1982
GrN-6282,3615,35,,,Charcoal,COD,Kamoa,K.69 VI,-,0.615,-10.37,25.1,LSA,microliths,-,-,-,,Ib,,Cahen1975: 325-326; van Noten 1982
GrN-6283,430,45,,,Charcoal,COD,Kamoa,K.70 A.31,pit,0.615,-10.37,25.1,LIA,-,indet,object,-,,Ib,small copper croisettes,Cahen1975: 326; van Noten 1982
GrN-6284,295,30,,,Charcoal,COD,Kamoa,K.70 A.31,pit,0.935,-10.37,25.1,LIA,-,indet,object,-,,Ib,small copper croisettes,Cahen1975: 326; van Noten 1982
GrN-6285,1180,30,,,Charcoal,COD,Kamoa,K.70 B.25,-,0.65,-10.37,25.1,,-,-,-,-,,Ib,,Cahen1975: 326; van Noten 1982
GrN-6286,4170,55,,,Charcoal,COD,Kamoa,K.70 B.27,-,1.8,-10.37,25.1,,-,-,-,-,,Ib,,Cahen1975: 326; van Noten 1982
GrN-6287,6025,70,,,Charcoal,COD,Kamoa,K.70 A.48,Surface,1.75,-10.37,25.1,LSA,indet,-,-,-,,Ib,,"Cahen1975: 326; Cahen 1982; van Noten 1982; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-6917,14230,220,,,Charcoal,COD,Matupi,-,-,0.4,1.193,30.008,,indet,-,-,,-,Ic,,Van Noten 1977: 39
GrN-6918,21210,400,,,Charcoal,COD,Matupi,-,-,1.15,1.193,30.008,MSA,indet,-,-,,-,Ic,,Van Noten 1977: 39
GrN-6919C,310,75,,,-,COD,Buru,-,-,,3.739,26.904,,-,indet,-,-,,Ib,,van Noten 1982
GrN-6920C,275,55,,,-,COD,Buru,-,-,,3.739,26.904,,-,indet,-,-,,Ib,,van Noten 1982
GrN-6947,75,65,,,-,COD,Hau,-,-,-,3.25,19.7,,-,indet,-,-,,Ic,,van Noten 1978; van Noten 1982
GrN-6948,0,,,,-,COD,Hau,-,-,-,3.25,19.7,-,indet,-,-,-,,IIa,,van Noten 1978; van Noten 1982
GrN-7041,0,,,,-,COD,Hau,-,-,-,3.25,19.7,-,indet,-,-,-,,IIa,,van Noten 1978; van Noten 1982
GrN-7218,220,30,,,Charcoal (scattered sample),COD,Gombe-Point,T12,Pit,-,-4.301,15.281,,-,Dimba/Mbafu/Group II; Group X,slag,-,,Ia,,"van Noten 1982; Cahen et al. 1983: 444 Tab. 1B; Pincon 1991a: 249 Tab. 1; Clist 2012b: 199 Fig. 13.b; Cranshof et al. 2018: 181; Clist 2018: 235, 238 Tab. 18.2"
GrN-7219,3385,35,,,Charcoal (scattered sample),COD,Gombe-Point,T12,Pit,1.42,-4.301,15.281,,Upper Tshitolian,-,-,,-,Ib,,Cahen 1976: 592 Fig. 9; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B
GrN-7220,8095,50,,,Charcoal (scattered sample),COD,Gombe-Point,T12,Pit,2.17,-4.301,15.281,LSA,Lupemban/Tshitolian,-,-,,-,Ib,,"Cahen 1976: 592 Fig. 9; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B, 447 Tab. 2; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-7221,27240,280,,,Charcoal (scattered sample),COD,Gombe-Point,T12,Pit,-,-4.301,15.281,MSA,Sangoan/Lupemban,-,-,-,,Ib,,"Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B, 447 Tab. 2"
GrN-7244,720,45,,,Charcoal,COD,Matupi,-,-,0.175,1.193,30.008,,-,indet,indet,,-,Ic,,Van Noten 1977: 39
GrN-7245,2910,75,,,Charcoal,COD,Matupi,-,-,0.275,1.193,30.008,,indet,-,-,,-,Ic,,Van Noten 1977: 39
GrN-7246,40700,1500,,,Charcoal,COD,Matupi,-,-,2.05,1.193,30.008,MSA/LSA,indet,-,-,,-,Ic,,"Van Noten 1977: 39; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-7276,14840,80,,,Charcoal (scattered sample),COD,Gombe-Point,T25,Pit,-,-4.301,15.281,,Lupemban/Tshitolian,-,-,-,,Ib,,"Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B, 447 Tab. 2"
GrN-7277,>41850,,,,Charcoal (scattered sample),COD,Gombe-Point,T7,Pit,-,-4.301,15.281,MSA,Sangoan,-,-,-,,Ib,,"Cahen 1976: Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B, 447 Tab. 2; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-7278,5260,40,,,Charcoal (scattered sample),COD,Gombe-Point,T14,Pit,-,-4.301,15.281,,Upper Tshitolian,-,-,-,,Ib,,Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982; Cahen et al. 1983: 444 Tab. 1B
GrN-7279,3525,35,,,Charcoal (scattered sample),COD,Gombe-Point,T7,Pit,-,-4.301,15.281,LSA,-,(indet),-,-,,Ib,,"Cahen 1976; Cahen et al. 1983: 444 Tab. 1B; van Noten 1982; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-7343,12050,250,,,Charcoal,COD,Matupi,-,-,0.65,1.193,30.008,LSA,indet,-,-,,-,Ib,,"Van Noten 1977: 39; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-7344,16740,150,,,Charcoal,COD,Matupi,-,-,1,1.193,30.008,,indet,-,-,-,,Ib,,Van Noten 1977: 39
GrN-7347,21630,410,,,Charcoal,COD,Matupi,-,-,1.5,1.193,30.008,MSA,indet,-,-,,-,Ib,,Van Noten 1977: 39
GrN-7348,22100,240,,,Charcoal,COD,Matupi,-,-,1.6,1.193,30.008,MSA,indet,-,-,,-,Ib,,Van Noten 1977: 39
GrN-7349,33000,1900,,,Charcoal,COD,Matupi,-,-,1.9,1.193,30.008,MSA,indet,-,-,,-,Ib,,Van Noten 1977: 39
GrN-7585,45,45,,,-,RWA,Rya Murari,-,-,,-1.4,30.3,,-,-,-,-,,Ic,,van Noten 1982
GrN-7588,155,45,,,-,RWA,Rya Murari,-,-,,-1.4,30.3,,-,-,-,-,,Ic,,van Noten 1982
GrN-7589,185,45,,,-,RWA,Rya Murari,-,-,,-1.4,30.3,,-,-,-,-,,Ic,,van Noten 1982
GrN-7668,2225,50,,,Charcoal (scattered sample),COD,Gombe-Point,T21,Pit,-,-4.301,15.281,,-,(indet),-,-,,IIa,discarded by Clist,Cahen et al. 1983: 444 Tab. 1B; de Maret/Stainier 1999; Clist 2018: 238 Tab. 18.2
GrN-7669,915,20,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,0.925,-4.301,15.281,,-,(indet),-,,-,IIa,discarded by Clist,Cahen et al. 1983: 444 Tab. 1A; Pincon 1991a: 249 Tab. 1; Clist 2018: 238 Tab. 18.2
GrN-7670,2550,90,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.025,-4.301,15.281,,-,(indet),-,,-,IIa,discarded by Clist,de Maret 1982; Cahen et al. 1983: 444 Tab. 1A; Garcin et al. 2018; Clist 2018: 238 Tab. 18.2
GrN-7671,1075,95,,,-,RWA,Akameru,-,-,,-1.7,30,,-,-,-,-,,Ic,,van Noten 1982
GrN-7672,845,75,,,-,RWA,Akameru,-,-,,-1.7,30,,-,-,-,-,,Ic,,van Noten 1982
GrN-7673,1595,30,,,-,RWA,Kabuye,-,-,,-2.6,29.833,,-,-,-,-,,Ic,,van Noten 1982
GrN-8044,5450,30,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.225,-4.301,15.281,,Tshitolian,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8045,8345,45,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.525,-4.301,15.281,,Tshitolian,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8046,9675,40,,,Charcoal,COD,Gombe-Point,T22,Pit,1.725,-4.301,15.281,,Lupemban/Tshitolian,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8047,8495,40,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.725,-4.301,15.281,,Lupemban/Tshitolian,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8048,7830,50,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.825,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8049,8350,120,,,Charcoal ,COD,Gombe-Point,T22,Pit,1.975,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8050,11880,120,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,1.975,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,"Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a"
GrN-8051,11450,60,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.025,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,"Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a"
GrN-8052,10410,90,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.225,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,"Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a"
GrN-8053,10165,50,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.325,-4.301,15.281,,Upper Lupemban,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8054,14430,120,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.425,-4.301,15.281,MSA,Upper Lupemban,-,-,,-,Ib,,"Cahen 1976; Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a; Mercader/Martí 2003: 82 Tab. 2.3"
GrN-8055,36400,580,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.525,-4.301,15.281,MSA,Lower Lupemban,-,-,,-,Ib,,Cahen et al. 1983: 444 Tab. 1A; de Maret 1985a
GrN-8056,37450,650,,,Charcoal (scattered sample),COD,Gombe-Point,T22,Pit,2.625,-4.301,15.281,MSA,Lower Lupemban,-,-,,-,Ib,,"Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a"
GrN-8057,46500,1500,,,Charcoal,COD,Gombe-Point,T22,Pit,2.575,-4.301,15.281,MSA,Lower Lupemban,-,-,,-,Ib,,"Cahen et al. 1983: 444 Tab. 1A, 447 Tab. 2; de Maret 1985a"
GrN-13076,1450,45,,,Charcoal,COD,Isaka-Elinga,ISK 83/104,-,,-0.667,20.202,,-,Lingonda,-,-,,Ia,,Eggert 1987: 133 Tab. 1; Wotzka 1995: 115
GrN-13077,440,50,,,Charcoal,COD,Bamanya,BAM 81/1,Furnace,-,0.008,18.313,,-,(Bondongo),-,-,,IIa,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
GrN-13078,660,80,,,Charcoal,COD,Bolondo,BLD 83/1,-,,-0.306,21.253,,-,Bondongo; Wema,-,-,,Ia,,"Wotzka 1995: 138, 171-172; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1"
GrN-13583,2290,70,,,Charcoal,COD,Bokele,BKE 81/1,-,,-0.099,18.592,,-,Imbonga,-,-,,Ia,,Eggert 1987: 133 Tab. 1; Eggert 1992: 10 Tab. 1; Eggert 1993; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
GrN-13584,1670,110,,,Charcoal,COD,Maluba,MLB 85/1-3-1,Pit,0.975,2.806,18.524,,-,Batalimo-Maluba,-,Eg,,Ia,,Eggert 1987: 141 Tab. 2; Eggert 1992: 11 Tab. 2; Eggert 1993; Seidensticker 2017
GrN-13585,1990,60,,,Charcoal,COD,Maluba,MLB 85/1-3-2,Pit,0.925,2.806,18.524,,-,Batalimo-Maluba,-,Eg,,Ia,,Eggert 1987: 141 Tab. 2; Eggert 1992: 11 Tab. 2; Eggert 1993; Seidensticker 2017
GrN-13586,500,90,,,Charcoal,COD,Longa,LON 81/1,-,,-0.248,18.881,,-,(Imbonga),-,-,,IIa,,Eggert 1987: 133 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21; Bleasdale et al. 2020: Suppl. Tab. 1
GrN-14002,710,60,,,Charcoal,COD,Baringa,BAR 85/1,-,,0.729,20.736,,-,Bondongo,-,-,,Ia,,Wotzka 1995: 138; Seidensticker 2017: Tab. 21
GrN-14003,2090,70,,,Charcoal,COD,Bokuma,BOK 83/2,-,,-0.114,18.698,,-,Inganda,-,-,,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 84; Seidensticker 2017: Tab. 21
GrN-14004,1670,70,,,Charcoal,COD,Bokuma,BOK 83/3,-,,-0.114,18.698,,-,Bokuma; Lingonda,-,-,,Ia,,Wotzka 1995: 115; Seidensticker 2017: Tab. 21
GrN-14005,2440,150,,,Charcoal,COD,Boso-Njafo,BSN 85/1,-,,1.131,19.21,,-,Imbonga,-,Pg,,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Kahlheber et al. 2014: 500 Tab. 4; Seidensticker 2017: Tab. 21
GrN-14006,2260,80,,,Charcoal,COD,Boso-Njafo,BSN 85/3,-,,1.131,19.21,,-,Imbonga,-,-,,Ia,,Eggert 1992: 10 Tab. 1; Wotzka 1995: 66-67; Seidensticker 2017: Tab. 21
Hv-4213,2960,40,,,Charcoal,COD,Kamoa,K.70 A.32,-,0.85,-10.37,25.1,LSA,indet,-,-,-,,Ib,,Cahen 1975: 327; van Noten 1982
Hv-4214,665,50,,,Charcoal,COD,Kamoa,K.70 B.22,-,0.65,-10.37,25.1,LIA,-,indet,-,-,,Ic,,Cahen 1975: 327; van Noten 1982
Hv-4215,4235,100,,,Charcoal,COD,Kamoa,K.70 B.26,-,1.7,-10.37,25.1,,-,-,-,-,,Ic,,Cahen 1975: 327; van Noten 1982
Hv-5258,2145,45,,,Charcoal,COD,Ngovo,-,-,-,-5.308,14.924,-,polished stone tool,Ngovo,-,Cs,,Ia,,"de Maret 1975: 136; de Maret 1986; de Maret 1990: 450 Tab. 1; Clist 2004/2005: Tab. 11; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6247,695,85,,,Charcoal,COD,Nkondi,-,-,-,-4.917,12.967,,-,-,-,-,,IIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6248,130,85,,,Charcoal,COD,Mbafu,-,-,-,-5.43,14.26,,-,-,-,-,,IIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6249,265,50,,,Charcoal,COD,Mbafu,-,-,-,-5.43,14.26,,-,-,-,-,,IIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6250,2155,60,,,Charcoal,COD,Ntadi Ntadi,-,-,-,-5.746,14.58,-,(indet),Ngovo,-,-,,Ia,,"de Maret 1986; de Maret 1990: 450 Tab. 1; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6251,115,70,,,Charcoal,COD,Ntende,-,-,-,-4.33,15.33,,-,indet,-,-,,Ib,kept by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6252,310,85,,,Charcoal,COD,Lovo,-,-,-,-5.733,14.455,,-,-,-,-,,IIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6253,375,145,,,Charcoal,COD,Lovo,-,-,-,-5.733,14.455,,-,-,-,-,,IIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6254,2985,95,,,Charcoal,COD,Kwimba,-,-,-,-5.636,14.877,-,indet,(indet),-,-,,Ib,discarded by Clist,de Maret 1990: 450 Tab. 1; Clist 2018: 238 Tab. 18.2
Hv-6255,20000,650,,,-,COD,Dimba,-,-,,-5.283,14.867,MSA,-,-,-,-,,Ib,,van Noten 1982
Hv-6256,8120,460,,,-,COD,Dimba,-,-,,-5.283,14.867,,-,-,-,-,,Ib,,van Noten 1982
Hv-6257,2035,130,,,Charcoal,COD,Dimba,-,-,-,-5.283,14.867,-,indet,Ngovo,-,-,,Ia,polished stone tool,"de Maret 1986; de Maret 1990: 450 Tab. 1; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3"
Hv-6258,2035,65,,,Charcoal,COD,Ngovo,-,-,-,-5.308,14.924,-,(indet),Ngovo,-,Cs,,Ia,polished stone tool,"de Maret 1986; de Maret 1990: 450 Tab. 1; Clist 2004/2005: Tab. 11; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3, Tab. 11"
Hv-6259,230,95,,,Charcoal,COD,Lovo,-,Burial,-,-5.733,14.455,,-,Dimba/Mbafu/Group II,-,-,,Ia,,van Noten 1982; Clist 2012b: 199 Fig. 13.a; Cranshof et al. 2018: 181; Clist 2018: 238 Tab. 18.2
Hv-6260,425,65,,,Charcoal,COD,Kamuna,-,-,-,-4.33,15.33,,-,Dimba/Mbafu/Group II; Misenga/Mbafu/Group II; Kongo C/Group III,-,-,,Ia,,van Noten 1982; Clist 2012b: 199 Fig. 13.a; Clist 2018: 238 Tab. 18.2
Hv-6261,2305,70,,,Charcoal,COD,Kinshasa-Kingabwa/Ngombela,-,-,-,-4.332,15.342,,-,-,-,-,,IIIa,discarded by Clist,van Noten 1982; Clist 2018: 238 Tab. 18.2
Hv-6262,305,80,,,Charcoal,COD,Kinshasa-Kingabwa/Ngombela,-,-,-,-4.332,15.342,,-,Dimba/Mbafu/Group II; Group X,-,-,,Ia,,"van Noten 1982; Pincon 1991a: 249 Tab. 1; Clist 2012b: 199 Fig. 13.a,b; Cranshof et al. 2018: 181; Clist 2018: 235, 239 Tab. 18.2"
Hv-6608,805,115,,,Charcoal,COD,Sanga,T147,-,,-8.182,26.49,,-,Kabambian A,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6609,1205,105,,,Bone,COD,Sanga,T149,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6610,655,125,,,Charcoal,COD,Sanga,T153,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6611,995,40,,,Bone,COD,Sanga,T155,-,,-8.182,26.49,,-,Early Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6612,875,75,,,Bone,COD,Sanga,T160,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6613,770,95,,,Bone,COD,Sanga,T172,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6614,855,90,,,Bone,COD,Sanga,T175,-,,-8.182,26.49,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 256
Hv-6615,495,105,,,Bone,COD,Sanga,T176,-,,-8.182,26.49,,-,Kabambian A,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-6616,660,190,,,Bone,COD,Katongo,T2,-,,-8.212,26.41,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-6617,190,65,,,Bone,COD,Katongo,T6,Burial,-,-8.212,26.41,,-,-,-,-,,Ib,grave without grave goods,de Maret 1977: 488; de Maret 1985b: 257
Hv-6618,430,160,,,Bone,COD,Katongo,T4,-,,-8.212,26.41,,-,Kabambian B,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-6619,1110,55,,,Charcoal,COD,Katongo,IIW1,-,,-8.212,26.41,,-,Early Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-6620,0,,,,Bone,COD,Katongo,T7,-,,-8.212,26.41,,-,Classical Kisalian,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-6621,250,80,,,Bone,COD,Katongo,T8,-,,-8.212,26.41,,-,Kabambian B,-,-,,Ia,,de Maret 1977; de Maret 1985b: 257
Hv-7494,1240,140,,,Charcoal,COD,Kamilamba,F2,-,,-7.813,27.034,,-,Kamilambian,-,-,,Ia,,de Maret 1992b: 200
Hv-7495,520,50,,,Bone,COD,Malemba-Nkulu,T26,-,,-8.057,26.798,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 202
Hv-7496,0,,,,Charcoal,COD,Kamilamba,F2,Layer,-,-7.813,27.034,,-,-,-,-,,Ic,,"de Maret 1992b: 11, 199"
Hv-7497,1235,360,,,Charcoal,COD,Kamilamba,T13,-,,-7.813,27.034,,-,Kamilambian,-,-,,Ia,,de Maret 1992b: 200
Hv-7498,1105,150,,,Bone,COD,Kamilamba,T7,-,,-7.813,27.034,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 200
Hv-7499,1005,65,,,Bone,COD,Malemba-Nkulu,T37,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-7500,820,95,,,Bone,COD,Malemba-Nkulu,T30,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-7501,470,120,,,Bone,COD,Kamilamba,T5,-,,-7.813,27.034,,-,Classical Kisalian; Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7502,620,150,,,Bone,COD,Kikulu,T16,-,,-7.843,26.979,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-7503,765,60,,,Bone,COD,Kikulu,T13,-,,-7.843,26.979,,-,Classical Kisalian; Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7504,0,,,,Bone,COD,Kamilamba,T8,-,,-7.813,27.034,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7505,795,65,,,Bone,COD,Kikulu,T20,-,,-7.843,26.979,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7506,420,55,,,Bone,COD,Malemba-Nkulu,T2,-,,-8.057,26.798,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 202
Hv-7507,0,,,,Bone,COD,Kikulu,T1,-,,-7.843,26.979,,-,Luba,-,-,,Ia,,de Maret 1992b: 201
Hv-7509,1115,75,,,Charcoal,COD,Malemba-Nkulu,A2-3,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-7510,1025,160,,,Charcoal,COD,Malemba-Nkulu,A2-3,-,,-8.057,26.798,,-,Classical Kisalian; Kabambian A,-,-,,Ia,,de Maret 1992b: 201
Hv-7511,0,,,,Charcoal,COD,Kamilamba,F2,Layer,-,-7.813,27.034,,-,-,-,-,,Ib,,"de Maret 1992b: 11, 200"
Hv-7512,1430,115,,,Charcoal,COD,Kamilamba,F3,-,,-7.813,27.034,,-,Kamilambian,-,-,,Ia,,de Maret 1992b: 199
Hv-7513,785,210,,,Bone,COD,Malemba-Nkulu,T10,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
Hv-7514,765,50,,,Bone,COD,Kikulu,T8,-,,-7.843,26.979,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 200
Hv-7515,920,50,,,Bone,COD,Kikulu,T19,-,,-7.843,26.979,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7516,495,55,,,Bone,COD,Malemba-Nkulu,T3,-,,-8.057,26.798,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 202
Hv-7517,685,50,,,Bone,COD,Kikulu,T2,-,,-7.843,26.979,,-,Kabambian A,-,-,,Ia,,de Maret 1992b: 200
Hv-7519,1110,60,,,Bone,COD,Malemba-Nkulu,A2-3,-,,-8.057,26.798,,-,Early Kisalian; Classical Kisalian,-,-,,Ia,,de Maret 1992b: 201
